#{"t_start": 1639959926.4372768, "env_id": null}
r,l,t
93.491313,1001,9320.561819
66.090794,726,9329.215671
93.677567,1001,9341.168699
94.228553,1001,9353.420924
92.971708,1001,9365.386916
93.963502,1001,9378.688337
93.446742,1001,9390.760045
93.047247,1001,9402.56447
93.439508,1001,9414.417764
92.715651,1001,9428.131081
93.071225,1001,9439.901596
93.769078,1001,9451.859611
92.63494,1001,9463.630163
46.805532,524,9471.50905
95.149499,1001,9483.512968
87.940589,948,9495.012181
94.187179,1001,9506.957268
93.967094,1001,9520.341463
92.535352,1001,9532.273509
92.387552,1001,9544.201602
93.473065,1001,9556.627364
90.616798,1001,9570.021536
92.498396,1001,9582.034404
92.556831,1001,9593.961499
91.233621,976,9605.365994
93.961959,1001,9617.668086
32.741874,378,9623.978207
13.738799,200,9626.831574
92.324571,1001,9638.637995
92.73615,1001,9650.562099
89.781527,1001,9662.567022
71.379833,784,9673.426936
93.210141,1001,9685.776901
93.954734,1001,9697.559383
90.775381,1001,9709.496454
93.120344,1001,9722.913564
93.68995,1001,9734.873571
54.39585,604,9742.312709
77.84636,834,9752.734794
94.727492,1001,9764.715746
94.721451,1001,9777.852606
94.211498,1001,9789.770755
94.519076,1001,9801.805534
32.392116,381,9806.784217
92.971632,1001,9819.098278
92.464126,1001,9832.518381
93.796644,1001,9844.390623
92.161656,1001,9856.112269
93.030071,1001,9868.295679
34.619386,395,9874.919959
93.969143,1001,9886.990672
92.981522,1001,9898.86491
93.231544,1001,9910.600517
93.183008,1001,9922.44284
93.392431,1001,9935.902836
77.296826,843,9946.228218
82.553354,891,9956.928595
92.745213,1001,9968.805823
94.233203,1001,9982.083307
94.38745,1001,9994.026361
35.901751,430,9999.561556
87.190569,934,10010.852352
93.146679,1001,10022.741586
92.509869,1001,10036.108794
95.019962,1001,10047.815479
62.84993,708,10056.47332
94.119959,1001,10068.112189
94.115491,1001,10081.735746
90.661581,1001,10093.538175
93.761058,1001,10105.3157
92.594676,1001,10117.050282
91.287737,1001,10130.434517
92.51819,1001,10142.659779
93.623701,1001,10154.636741
93.256543,1001,10166.577801
92.431226,1001,10180.081679
94.148357,1001,10191.845253
93.555112,1001,10203.748372
93.768392,1001,10216.089361
95.363857,1001,10229.318974
94.515426,1001,10241.249061
49.017165,557,10248.136637
94.198644,1001,10260.297111
94.332138,1001,10272.315961
92.805362,1001,10285.850756
92.267094,1001,10297.891548
93.011529,1001,10309.774821
94.347547,1001,10321.722801
94.072362,1001,10334.961391
94.265143,1001,10347.214612
93.151071,1001,10359.226483
92.560122,1001,10371.174522
93.132841,1001,10384.673454
92.916379,1001,10396.561614
92.835049,1001,10408.781926
93.923864,1001,10420.589342
94.18993,1001,10433.895751
94.831272,1001,10445.853803
92.076297,1001,10457.736976
94.117063,1001,10469.821651
93.03445,1001,10483.344478
92.053841,1001,10495.348369
94.483166,1001,10507.240558
94.379929,1001,10519.100832
55.812942,622,10526.568857
92.991883,1001,10540.387892
93.373584,1001,10552.101559
94.645876,1001,10564.091487
93.275958,1001,10575.984673
79.216871,844,10587.5637
49.459364,546,10594.332593
93.677612,1001,10606.75736
93.708805,1001,10618.422156
94.468767,1001,10631.886143
35.765684,422,10637.252786
94.273734,1001,10648.983407
93.393195,1001,10660.894546
93.755035,1001,10673.164726
93.550513,1001,10686.578843
94.162866,1001,10698.436126
92.991226,1001,10710.443044
93.078997,1001,10722.533668
92.797997,1001,10735.954795
92.634547,1001,10748.22597
92.76934,1001,10760.254767
93.112504,1001,10771.956466
92.292941,1001,10785.504228
93.450842,1001,10797.556987
92.90664,1001,10809.991726
90.049082,1001,10821.886906
95.087146,1001,10835.382805
95.470446,1001,10847.464488
93.93872,1001,10859.301826
90.54536,1001,10871.629848
95.531865,1001,10885.149683
93.078301,1001,10897.013949
93.129297,1001,10908.75458
70.911742,765,10917.867167
94.976905,1001,10929.627746
94.548274,1001,10943.140563
94.361909,1001,10954.899146
94.858407,1001,10966.497114
93.894624,1001,10978.559819
95.094768,1001,10992.137501
95.27414,1001,11004.494448
93.257664,1001,11016.392634
94.37119,1001,11028.160143
66.225626,728,11038.540377
93.07208,1001,11050.485425
94.101102,1001,11062.87133
94.354422,1001,11074.895132
67.701987,739,11083.749483
41.986472,469,11091.061886
92.876366,1001,11102.850353
90.79845,1001,11114.990878
93.54635,1001,11127.005741
92.370081,1001,11140.840732
93.758322,1001,11152.545424
94.133504,1001,11164.470525
94.985658,1001,11176.321825
94.771612,1001,11189.706022
93.367046,1001,11202.181651
94.835094,1001,11214.206486
94.137889,1001,11226.342064
93.990385,1001,11239.730212
92.996926,1001,11251.797933
89.375332,1001,11264.162884
94.486654,1001,11275.939355
92.259961,1001,11287.886398
94.909411,1001,11301.177845
45.788454,522,11307.541822
94.88276,1001,11319.345284
94.477386,1001,11331.645347
95.059493,1001,11344.891914
94.852287,1001,11356.739222
93.995894,1001,11368.705215
92.340343,1001,11380.629319
93.074088,1001,11394.378541
89.237444,1001,11406.381434
94.424708,1001,11418.419235
93.737346,1001,11430.382235
93.542735,1001,11443.948972
94.100981,1001,11455.84616
56.603616,631,11463.838741
90.537083,1001,11475.773816
92.137121,1001,11487.703906
82.061544,868,11500.494691
93.936472,1001,11512.950376
92.893639,1001,11525.44495
94.032937,1001,11537.404958
92.36388,1001,11551.008569
95.498853,1001,11562.980545
83.118057,886,11573.657015
93.781401,1001,11585.492333
92.578538,1001,11599.221644
94.246613,1001,11611.215521
94.491082,1001,11623.138629
50.294133,549,11629.866631
94.703711,1001,11641.865535
94.13925,1001,11655.796274
94.262356,1001,11667.87596
90.767884,1001,11679.669412
60.900904,663,11687.794679
94.033873,1001,11701.128013
94.897563,1001,11713.086065
59.294554,648,11721.226292
93.059515,1001,11733.333899
91.98845,1001,11745.340747
95.41446,1001,11758.72694
91.911465,1001,11770.816604
93.003602,1001,11782.713778
31.95908,387,11788.074439
95.642608,1001,11801.566349
93.520438,1001,11813.537328
92.388652,1001,11825.555183
94.045904,1001,11837.511199
65.791643,737,11846.404473
93.331488,1001,11860.40895
94.393464,1001,11872.268228
93.168487,1001,11884.139473
93.908647,1001,11896.053663
94.022602,1001,11909.257285
30.353084,359,11913.961701
94.35022,1001,11926.331615
94.138677,1001,11938.298603
95.093494,1001,11951.848358
93.987247,1001,11963.869204
93.96428,1001,11975.870102
95.312372,1001,11988.25996
94.57443,1001,12000.021499
93.623466,1001,12013.551339
95.080921,1001,12025.526277
91.695222,1001,12037.67478
93.353725,1001,12050.012777
94.455959,1001,12063.38002
93.488177,1001,12075.413831
94.684926,1001,12087.495551
92.271987,1001,12099.480483
94.684404,1001,12113.056141
94.741923,1001,12125.216649
94.596992,1001,12137.024029
94.422682,1001,12148.871339
95.30212,1001,12162.255598
94.590296,1001,12174.226517
40.163236,458,12180.117758
94.201108,1001,12192.26327
95.135001,1001,12206.058369
94.751806,1001,12219.849479
93.861466,1001,12237.166158
95.575434,1001,12260.48578
94.775207,1001,12276.518894
94.84464,1001,12291.446
94.521856,1001,12303.318208
93.840449,1001,12315.76292
94.857342,1001,12327.81867
94.846013,1001,12341.350474
71.168018,772,12350.814161
94.042944,1001,12362.722306
40.239462,455,12368.393137
94.669988,1001,12380.855802
91.320572,1001,12394.229029
83.186301,879,12404.699024
94.585659,1001,12416.813616
94.674642,1001,12428.752716
93.604822,1001,12442.533818
92.753625,1001,12454.679365
93.665219,1001,12466.701171
93.017161,1001,12478.520556
94.854043,1001,12491.918717
94.741236,1001,12503.690231
93.415077,1001,12516.062137
94.400274,1001,12527.825705
94.282381,1001,12540.949564
94.931635,1001,12552.99235
93.739232,1001,12564.657149
93.655454,1001,12576.828591
54.739247,620,12585.989087
94.734351,1001,12597.993975
94.328284,1001,12609.626859
95.460819,1001,12621.53301
93.726086,1001,12635.061821
56.584231,616,12642.945734
95.469425,1001,12654.91372
93.607884,1001,12666.578519
95.573359,1001,12678.413859
95.085654,1001,12691.671397
95.298874,1001,12703.587521
95.046842,1001,12715.939482
40.961653,470,12721.81277
94.599144,1001,12733.700999
