#{"t_start": 1640660537.5527205, "env_id": null}
r,l,t
95.866952,1001,42007.231497
92.697899,1001,42041.983538
93.024775,1001,42076.914102
88.67072,1001,42111.573391
90.048084,1001,42147.204082
91.704593,1001,42191.122643
89.048392,1001,42249.109554
85.595208,1001,42304.227068
92.419429,1001,42360.783121
86.711718,1001,42414.566118
90.379954,1001,42469.756535
95.110532,1001,42525.014349
92.138595,1001,42581.563635
89.125827,1001,42634.537121
89.803,1001,42687.806483
90.013523,1001,42740.002849
90.606523,1001,42805.368142
95.74898,1001,42854.31175
93.34665,1001,42902.078746
90.77756,1001,42945.378046
90.189926,1001,42992.025465
94.002711,1001,43032.014012
96.235891,1001,43073.546976
95.456274,1001,43114.558332
92.871718,1001,43156.572274
95.299232,1001,43197.032455
93.944819,1001,43236.573031
93.077221,1001,43277.431401
88.724933,1001,43317.762672
92.701811,1001,43358.645121
91.345278,1001,43399.611196
82.354265,1001,43439.630857
85.22563,1001,43483.910858
90.959761,1001,43528.514191
95.031662,1001,43571.796162
91.924305,1001,43614.482578
94.146646,1001,43656.779797
87.463083,1001,43699.876155
93.471745,1001,43742.656656
88.798163,1001,43786.094952
90.852309,1001,43829.365914
93.150678,1001,43872.568281
93.583463,1001,43916.106865
89.314232,1001,43959.18621
91.355366,1001,44003.251642
68.879317,763,44040.640464
91.81805,1001,44084.266998
88.775483,1001,44130.843444
90.929847,1001,44174.259327
92.068284,1001,44215.063213
91.959553,1001,44257.235488
93.036487,1001,44301.073769
97.290508,1001,44344.293523
94.57935,1001,44389.288897
93.456632,1001,44432.310199
96.882762,1001,44476.726079
92.119128,1001,44516.349117
90.447166,1001,44553.15299
92.825529,1001,44590.229935
85.439252,1001,44627.312614
89.860401,1001,44664.517042
86.860675,1001,44702.621274
88.462228,1001,44739.539855
93.068651,1001,44777.232605
88.461111,1001,44815.907506
88.095283,1001,44857.851698
90.271928,1001,44897.213577
88.437636,1001,44935.976301
88.464323,1001,44974.612942
90.031805,1001,45010.975202
91.190332,1001,45049.983261
94.04037,1001,45086.947236
92.165172,1001,45129.958608
95.523123,1001,45172.712935
68.526227,763,45201.631603
89.280047,1001,45240.145583
93.56887,1001,45276.68983
91.098122,1001,45312.577833
88.771845,1001,45348.993426
89.612911,1001,45385.265401
94.647518,1001,45422.979517
97.717517,1001,45458.214268
95.966738,1001,45494.593437
89.686174,1001,45530.220139
87.517528,1001,45568.266368
90.663033,1001,45604.641069
91.03592,1001,45641.115505
90.209629,1001,45680.288731
89.316188,1001,45718.988213
92.232828,1001,45759.624427
89.933198,1001,45803.490627
88.192561,1001,45846.521017
88.592296,1001,45883.892331
87.113862,1001,45920.892944
94.096177,1001,45958.188938
92.405475,1001,45996.511569
89.787171,1001,46035.20731
57.230123,624,46060.462171
91.018754,1001,46100.659902
91.3782,1001,46139.981394
89.616552,1001,46180.744279
86.573164,1001,46220.102597
92.314963,1001,46259.608396
87.233163,1001,46299.367352
90.254381,1001,46341.760879
2.863431,115,46347.207981
88.73567,1001,46385.998354
90.266371,1001,46424.817182
94.530873,1001,46463.769772
94.655588,1001,46503.496504
93.058715,1001,46544.371168
93.201805,1001,46585.385529
93.110565,1001,46624.054937
95.938254,1001,46662.193705
94.230205,1001,46699.223279
90.049865,1001,46734.080182
94.624082,1001,46768.973844
79.696627,915,46801.016134
95.579611,1001,46835.553749
93.99233,1001,46870.770546
92.261342,1001,46905.621278
92.657342,1001,46940.67551
93.267633,1001,46975.542245
94.835159,1001,47010.721144
92.439088,1001,47045.447254
1.704241,88,47049.039645
91.02068,1001,47084.033041
91.65908,1001,47118.628157
87.176083,1001,47153.827999
92.741973,1001,47190.771373
0.759637,40,47193.567799
91.606051,1001,47234.53042
96.712068,1001,47274.96958
92.37535,1001,47314.42944
94.238665,1001,47357.076871
91.949824,1001,47397.644837
88.568683,1001,47438.366054
88.478878,1001,47477.056765
86.825278,1001,47515.817821
81.291856,1001,47557.750945
87.503379,1001,47598.443593
86.367783,1001,47636.008654
79.795658,1001,47674.385999
86.472056,1001,47710.840486
12.952501,277,47721.642591
89.104971,1001,47756.566174
89.311953,1001,47792.059584
85.121241,1001,47826.844537
88.963375,1001,47862.274766
81.582623,1001,47899.091283
86.339331,1001,47942.061358
92.372673,1001,47984.300462
90.87299,1001,48021.683465
92.353303,1001,48058.993664
92.269414,1001,48098.250143
94.522047,1001,48138.102777
90.230287,1001,48174.905908
89.008546,1001,48213.236562
90.247165,1001,48253.452876
91.323378,1001,48292.66401
87.859752,1001,48329.755647
91.938043,1001,48368.250246
92.987149,1001,48405.108788
91.238783,1001,48441.512154
92.650627,1001,48478.133467
89.233051,1001,48516.31541
94.198609,1001,48556.926322
91.031288,1001,48597.444208
91.986373,1001,48640.368011
92.052925,1001,48680.198241
88.986629,1001,48719.201555
1.468293,76,48722.606164
87.803052,1001,48766.206379
93.545401,1001,48803.734349
91.678033,1001,48840.589321
91.837602,1001,48876.868225
92.934639,1001,48913.486083
91.633305,1001,48950.057126
91.714075,1001,48986.878154
92.29677,1001,49023.704084
92.528158,1001,49060.708033
89.225784,1001,49097.07249
90.548972,1001,49133.711955
93.915242,1001,49170.37523
93.27539,1001,49205.799474
91.20359,1001,49241.68684
90.647048,1001,49280.410313
92.246182,1001,49319.673329
92.905258,1001,49359.62967
92.563795,1001,49397.620549
94.929291,1001,49437.750007
95.7938,1001,49476.906058
91.130911,1001,49517.68308
88.139884,1001,49555.812942
90.742569,1001,49600.25867
91.854524,1001,49643.18745
95.03174,1001,49682.354209
91.822057,1001,49721.794594
89.603563,1001,49759.811147
92.705273,1001,49796.204249
89.099217,1001,49833.395591
91.907413,1001,49871.330187
92.904569,1001,49911.20244
90.637615,1001,49949.367102
91.959295,1001,49987.682431
91.233558,1001,50025.420485
90.977961,1001,50060.918529
90.384746,1001,50097.241144
90.818101,1001,50131.945314
91.009095,1001,50167.184053
82.069142,1001,50202.92146
87.595793,1001,50244.547114
84.346478,1001,50285.933802
94.231601,1001,50326.905076
90.987965,1001,50367.477509
4.036919,121,50372.456241
89.788583,1001,50409.353288
95.03824,1001,50448.02871
92.612516,1001,50489.764776
89.217189,1001,50530.757703
90.812105,1001,50571.74997
93.055908,1001,50612.255668
95.682787,1001,50652.494596
96.38526,1001,50690.23609
95.479558,1001,50730.32917
94.495297,1001,50771.523207
94.335643,1001,50809.737776
95.185966,1001,50846.928697
92.744955,1001,50884.560607
84.883619,1001,50922.423544
84.88825,1001,50960.133553
92.457904,1001,50997.548537
42.557423,482,51015.980428
91.132276,1001,51052.999844
93.969528,1001,51090.665401
91.457669,1001,51127.976493
89.342558,1001,51166.039508
86.631779,1001,51203.62728
94.535332,1001,51240.892267
39.262351,473,51260.86219
92.848081,1001,51306.27215
72.368046,800,51338.843723
86.713425,1001,51375.511098
94.011689,1001,51412.652177
92.825797,1001,51449.320927
93.632326,1001,51486.276184
89.948108,1001,51523.002838
87.968783,1001,51559.898863
95.468322,1001,51596.627777
94.365465,1001,51633.381737
94.325671,1001,51670.524047
88.205415,1001,51707.406731
90.683084,1001,51744.20572
95.033181,1001,51780.788303
90.879062,1001,51817.780518
92.210902,1001,51854.280505
90.660054,1001,51891.700321
94.375523,1001,51928.704872
93.996647,1001,51965.726331
94.263309,1001,52002.808377
93.254535,1001,52039.613295
94.387539,1001,52076.62724
90.543473,1001,52113.592349
90.194903,1001,52150.643221
91.871588,1001,52187.539664
91.668278,1001,52224.630099
92.274619,1001,52261.746098
93.060397,1001,52298.412046
96.262305,1001,52335.659994
91.636295,1001,52372.859362
92.751191,1001,52409.879879
75.450627,854,52441.453847
89.295825,1001,52478.380787
84.858172,1001,52515.114792
91.490904,1001,52552.124606
93.067884,1001,52589.225654
89.471638,1001,52626.015672
91.166911,1001,52663.294585
92.623201,1001,52699.908751
90.663603,1001,52740.518986
90.768079,1001,52781.449985
92.289128,1001,52820.768515
47.559867,551,52841.660387
88.610865,1001,52879.627398
90.703176,1001,52917.522678
91.79067,1001,52954.906312
95.496967,1001,52992.557555
93.935271,1001,53030.085235
90.90102,1001,53068.170173
94.284439,1001,53105.329936
93.012828,1001,53142.943046
89.928102,1001,53181.129019
93.883689,1001,53218.605066
92.49028,1001,53256.313937
92.115497,1001,53294.900234
90.109441,1001,53343.057227
93.824275,1001,53386.662167
95.191128,1001,53426.400128
94.973373,1001,53466.517952
89.067432,1001,53506.99506
91.854621,1001,53547.406114
92.536068,1001,53588.373916
94.832329,1001,53628.685191
94.940714,1001,53668.542573
89.252424,1001,53709.572076
93.737344,1001,53752.671161
94.624748,1001,53796.133217
95.240352,1001,53836.509464
95.045852,1001,53876.264877
79.100313,1001,53916.137783
95.569755,1001,53958.320325
96.83507,1001,53998.285269
60.891296,799,54030.203007
92.08334,1001,54070.670114
96.549285,1001,54110.577432
94.836255,1001,54151.130579
94.310114,1001,54191.070525
95.558902,1001,54231.371747
93.713775,1001,54271.474939
91.277962,1001,54311.564897
89.735317,1001,54354.705225
85.981723,1001,54398.607763
89.562648,1001,54443.629144
88.492976,1001,54484.529775
92.322078,1001,54525.501746
88.743458,1001,54566.147242
87.639103,1001,54606.557567
92.65738,1001,54647.960034
90.940074,1001,54688.427465
91.811263,1001,54729.287421
90.916975,1001,54770.661587
89.327463,1001,54810.935519
92.334514,1001,54850.926794
90.386484,1001,54891.513504
89.752665,1001,54931.168426
91.305935,1001,54971.45352
84.873256,1001,55011.503639
43.85489,526,55033.065255
94.048232,1001,55072.853353
91.535186,1001,55112.982008
